Datetime,Adj_Close,Close,High,Low,Open,Volume,returns,log_volume,price_range,price_position,sma_10,ema_10,volatility_10,parkinson_10,bb_upper_10,bb_lower_10,bb_position_10,rsi_10,sma_20,ema_20,volatility_20,parkinson_20,bb_upper_20,bb_lower_20,bb_position_20,rsi_20,sma_50,ema_50,volatility_50,parkinson_50,bb_upper_50,bb_lower_50,bb_position_50,rsi_50,spread_proxy,vwap,ofi,volume_ratio_10,volume_volatility_10,volume_ratio_20,volume_volatility_20,skewness_20,kurtosis_20,realized_var_20,realized_skew_20,realized_kurt_20,skewness_50,kurtosis_50,realized_var_50,realized_skew_50,realized_kurt_50,vol_regime,trend_regime,volume_regime,mahalanobis,bcp,isolation_forest,dbscan,pca,ensemble
2025-03-13 14:30:00+00:00,214.0402069091797,214.0402069091797,214.82000732421875,213.6300048828125,214.3000030517578,6000675,-0.0011196851887194993,15.607382687512583,0.005559714497525154,0.3447068779812279,216.9685302734375,216.97390965439396,0.007141998619513297,0.06179032009849535,216.98281427067653,216.95424627619846,-102.00363799622127,22.626839837995476,219.90929641723633,220.14264578710862,0.00851102526250475,0.06590991778451667,219.92631846776135,219.89227436671132,-171.89666570816172,31.346048004968296,229.2876141357422,225.02079586482736,0.009875086199809743,0.06535709316737626,229.3073643081418,229.26786396334256,-385.50694004199426,33.692995715389756,0.005559714497525154,227.97568027423353,-1558952.2178649902,0.7733472898225349,3063367.502595874,0.7585979970487031,3223560.7584486925,-0.31407969857729834,0.10291361929102781,7.243755101899406e-05,-7.20662824748126e-07,1.779592915842591e-08,-1.7854059845237735,6.51911860675213,9.751732745367284e-05,-2.245612310589671e-06,9.670873121969884e-08,0,0,0,False,False,False,True,True,False
2025-03-13 15:30:00+00:00,211.94000244140625,211.94000244140625,214.35000610351562,211.63999938964844,214.0449981689453,8062598,-0.009860652861256234,15.902746519080546,0.012786669258515303,0.11070195886330748,216.08953094482422,216.0586268978672,0.007411454379943975,0.06354039941664207,216.10435385358412,216.07470803606432,-139.4701155364525,21.125427684374202,219.24579620361328,219.35712705966478,0.008654949174467167,0.06621509890290322,219.26310610196222,219.22848630526434,-210.5293664045109,29.580457640736952,228.75381408691408,224.43461178385007,0.00992382887605415,0.06555961502115115,228.77366174466619,228.73396642916197,-423.07168426387886,32.56953725800324,0.012786669258515303,227.60910922747976,-16971734.34286499,1.0195228829999012,3035410.536327131,1.0026501851923681,3170747.320024874,-0.16643826700677977,-0.1594994113899161,7.49081452126099e-05,-7.685156155079683e-07,1.8268533836898287e-08,-1.7016505531555595,6.173509065544854,9.848237956120618e-05,-2.2648057603467745e-06,9.68977970063718e-08,0,0,0,False,False,False,True,True,False
2025-03-13 16:30:00+00:00,211.15499877929688,211.15499877929688,212.92999267578125,210.69000244140625,211.93380737304688,5949778,-0.0037107720990550023,15.598864633974857,0.010608274714425677,0.20758855585831062,215.31003112792968,215.16703670996503,0.007274777631308809,0.0627752054141292,215.3245806831923,215.29548157266706,-142.28898129993286,22.602982897411295,218.47454605102538,218.57207059753637,0.008385759509248317,0.06638321351097938,218.4913175700439,218.45777453200688,-217.71360556704656,25.82924507053299,228.21361419677734,223.84283022237202,0.0099254245435183,0.06569465459655593,228.2334650458644,228.1937633476903,-429.16966658895603,32.43397783108733,0.010608274714425677,227.33614491402975,-4633738.2373046875,0.832765515357343,2326001.9661703124,0.7371234152254111,3146387.6258208626,-0.0632593510057397,0.14937008527732773,7.032096254694856e-05,-7.822239505947766e-07,1.8210370929538566e-08,-1.6897998063031392,6.141395433522543,9.851405236907547e-05,-2.2656792660477084e-06,9.69012996502798e-08,0,0,0,False,False,False,True,True,False
2025-03-13 17:30:00+00:00,212.2899932861328,212.2899932861328,212.47000122070312,210.50010681152344,211.13999938964844,5034049,0.005360777651024875,15.431735387087349,0.009279261724430818,0.9086205160380793,214.8945297241211,214.64392761403462,0.007199329904167941,0.05942146188829217,214.90892838392944,214.88013106431276,-89.9437104792361,33.84017917441615,217.7402359008789,217.97107528209975,0.008542801902760534,0.06578583104996583,217.75732150468443,217.72315029707337,-158.99809783670716,27.50771534614246,227.7244140625,223.33073766774277,0.009971753443180463,0.06573844752132314,227.74435756938635,227.70447055561363,-386.4535298960006,34.03422250384301,0.009279261724430818,227.12787807014857,5789125.6246032715,0.765661810470188,2028346.785750567,0.6318669994416931,3213554.3783650436,-0.07827900228507001,-0.03588670734072048,7.297946434980899e-05,-7.747876857420592e-07,1.825119858064493e-08,-1.7263069716770676,6.14387740259841,9.94358667315814e-05,-2.2583661738746046e-06,9.689259911945971e-08,0,0,0,False,False,False,True,True,False
2025-03-13 18:30:00+00:00,210.6300048828125,210.6300048828125,212.4698944091797,210.36000061035156,212.28599548339844,5897570,-0.007850169938777893,15.590051129191075,0.010017061909114038,0.12797055122438059,214.12149047851562,213.91411173336354,0.006308113910607298,0.05926820268570936,214.13410670633684,214.1088742506944,-137.87280228218356,19.325303072319585,216.894686126709,217.26906992368293,0.008483982796168524,0.06585877354037707,216.91165409230132,216.87771816111666,-184.10319269885528,24.941019951242254,227.17123626708985,222.77062575278072,0.009923578525608476,0.06579390701480141,227.19108342414108,227.15138911003862,-416.21538501911874,31.974710839101093,0.010017061909114038,226.8646136345889,-9766320.486297607,0.8977225942396988,2030223.6630547193,0.7504273727003984,3246476.257676755,0.09565047033325036,0.050134845849230364,7.19779640856835e-05,-7.997436316429432e-07,1.8439174075802977e-08,-1.6793897781651967,6.099418748322913,9.84774107539177e-05,-2.273481093859225e-06,9.693330917830375e-08,0,0,0,False,False,False,True,True,False
2025-03-13 19:30:00+00:00,209.7100067138672,209.7100067138672,210.7100067138672,208.4199981689453,210.6699981689453,9508816,-0.004377406921174474,16.067730031410537,0.010919882082910863,0.563320406721838,213.2735107421875,213.14971893539123,0.006231344416445335,0.06018253915568776,213.2859734310204,213.2610480533546,-142.46690209073472,18.240473833760433,216.2541862487793,216.54649963411651,0.007295577820940063,0.06374009718355488,216.26877740442117,216.2395950931374,-223.7515841626814,28.391704219856294,226.59163635253907,222.1974426214622,0.00990885805582237,0.0661010118010684,226.61145406865072,226.57181863642742,-425.42268310754383,31.24062022615564,0.010919882082910863,226.4343190869685,-9128382.107910156,1.3449184408363892,2080429.453740534,1.276500671427645,2324538.791514701,0.6846310515046199,-0.4717814811414338,5.322545574139255e-05,-2.484561312375334e-07,6.062831597143126e-09,-1.650378140937688,6.065459828201904,9.818546797043589e-05,-2.2752538136715715e-06,9.694049255783015e-08,0,0,0,False,False,False,True,True,False
2025-03-14 13:30:00+00:00,210.3780975341797,210.3780975341797,213.42999267578125,209.5800018310547,211.25,14448242,0.0031807203146754365,16.486083373434344,0.018300340624104478,0.20729807818067242,212.7003204345703,212.6457823413339,0.006260283218699834,0.062433904156376605,212.7128410010077,212.6877998681329,-92.23633553255894,25.993624646594782,215.72293090820312,215.95706991577975,0.007359241305421937,0.06480095030751705,215.73764939081397,215.70821242559228,-181.06876341603794,31.5489436166272,226.07779815673828,221.68114595270268,0.009865375470037475,0.06616070242284554,226.09752890767837,226.0580674057982,-397.3485327353554,32.937907072092585,0.018300340624104478,225.84483465556778,-12597457.826568604,1.8103596345480397,3020432.897371138,1.8571898526095552,2803360.004396561,0.48229991232435626,-0.7474335999408708,5.415843259142837e-05,-2.3084786918525736e-07,5.958517208370369e-09,-1.7447940046814745,6.432713717908714,9.732563316481713e-05,-2.2477188989778557e-06,9.664573338853477e-08,0,0,0,False,False,False,True,True,False
2025-03-14 14:30:00+00:00,211.92999267578125,211.92999267578125,212.3800048828125,209.97999572753906,210.3800048828125,7229106,0.0073496206361590675,15.793626073366875,0.011324537527564892,0.8124956290093904,212.32933044433594,212.51563761837485,0.007024868369491861,0.06298715386871163,212.34338018107493,212.31528070759694,-13.711574777991135,35.75316072960467,215.3919303894043,215.5723797034655,0.00737172457386817,0.0643324671893707,215.40667383855205,215.37718694025656,-116.90596379215579,38.13251242280029,225.697998046875,221.2570868706794,0.009534786017414702,0.06551497136176339,225.71706761890982,225.67892847484018,-360.4940838198127,36.75571683158581,0.011324537527564892,225.593835970842,11205026.054077148,0.8926032195475386,2958977.998475861,0.9357621517253624,2802968.8519279044,0.2930433680320914,-0.9915190379555615,5.4342323192971845e-05,-1.4145702943758182e-07,5.3281705174140606e-09,-1.914581939361856,7.924842871519895,9.091214439788689e-05,-2.0251569140822413e-06,9.197015738180953e-08,0,0,0,False,False,False,True,True,False
2025-03-14 15:30:00+00:00,212.23069763183594,212.23069763183594,213.94000244140625,211.91000366210938,211.92999267578125,5804814,0.0014178824832374905,15.574198303527918,0.009565057279406325,0.15797741998526738,211.8583999633789,212.4638299743861,0.006599379638516952,0.06308230815272137,211.87159872265593,211.84520120410187,14.60351005889279,30.411646803006406,215.11571502685547,215.2532543358949,0.007382494639977366,0.06411075830517968,215.13048001613544,215.1009500375755,-97.19791702232236,39.918072732032115,225.3296319580078,220.86621635482302,0.009544835121050315,0.06531235889425416,225.3487216282499,225.3105422877657,-342.5895913876672,37.159761802944914,0.009565057279406325,225.40304403013488,1745536.3387756348,0.730357509440598,3040831.7942788154,0.758583579627156,2834457.6592515013,0.18254517458864894,-1.0455821100505927,5.4501227109294545e-05,-1.388946502082886e-07,5.319554082434585e-09,-1.9247658284997649,7.923540622071507,9.11038774880356e-05,-2.025067522449887e-06,9.197020019140575e-08,0,0,0,False,False,False,True,True,False
2025-03-14 16:30:00+00:00,212.31500244140625,212.31500244140625,213.5,212.07229614257812,212.23500061035156,3579047,0.00039715305402411333,15.090607401225705,0.006724460546851306,0.1699976487185516,211.66190032958986,212.4367702632324,0.005573705590643523,0.06150635432398462,211.67304774077115,211.65075291840856,29.793891702501092,39.59766456753465,214.7042152404785,214.97272894249016,0.006626494827521525,0.06292734760661478,214.71746823013353,214.69096225082347,-89.63863517827261,33.33428090286897,224.88513397216798,220.4974297757072,0.009174831796867032,0.06438579668804988,224.90348363576172,224.86678430857424,-342.0166752117151,33.637575460457924,0.006724460546851306,225.28883539117356,286330.31343078613,0.500463156558243,3037469.00366393,0.4765120870350213,2967209.473540884,0.011161421132529893,-1.2095234539812232,4.3910433699169525e-05,-2.4206608210498367e-07,4.0060247444548286e-09,-2.2268872045992554,9.102933696073638,8.417753850080233e-05,-2.1186957079919407e-06,9.040390689891944e-08,0,0,0,False,False,False,True,True,False
